,"School Name","Full Address","Street Address",City,State,"Zip Code",Country,"School Type",Website,Description,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
732,"Houston Adventist Academy","11735 Grant Rd, Cypress, TX, 77429-2973, USA","11735 Grant Rd",Cypress,TX,77429-2973,USA,PK-12,https://www.adventisteducation.org/schools/ANWFTH,"Houston Adventist Academy focuses on every student's academic success. However, we do not stop there. We give an equal priority to developing and solidifying our students relationship with Christ.",29.974489,-95.601476,1,rooftop,11735,"Grant Rd",,,Cypress,TX,"Harris County",77429,US,"City of Houston"
733,"Joshua Adventist Multi-Grade School","1912 Conveyor Dr, Joshua, TX, 76058-0329, USA","1912 Conveyor Dr",Joshua,TX,76058-0329,USA,PK-08,https://www.adventisteducation.org/schools/ANWF54,[],32.457168,-97.353835,1,rooftop,1912,"Conveyor Dr",,,Joshua,TX,"Johnson County",76058,US,"CC 0 Texas Natural Resources Information System"
734,"Katy Adventist Christian Preschool","1913 East Ave, Katy, TX, 77493-1646, USA","1913 East Ave",Katy,TX,77493-1646,USA,ECP,https://www.adventisteducation.org/schools/ANWF46,[],29.800164,-95.820913,1,rooftop,1913,"East Ave",,,Katy,TX,"Harris County",77493,US,"City of Houston"
735,"Katy Adventist Christian School","1913 East Ave, Katy, TX, 77493-1646, USA","1913 East Ave",Katy,TX,77493-1646,USA,PK-08,https://www.adventisteducation.org/schools/ANWFKC,"Katy Adventist Christian School provides a Christ-centered place of spiritual and academic learning where students are given the opportunity to develop their mind, body, and spirit.",29.800164,-95.820913,1,rooftop,1913,"East Ave",,,Katy,TX,"Harris County",77493,US,"City of Houston"
736,"Keene Adventist Elementary School","302 Pecan St, Keene, TX, 76059-2208, USA","302 Pecan St",Keene,TX,76059-2208,USA,PK-08,https://www.adventisteducation.org/schools/ANWF57,[],32.397675,-97.321439,1,rooftop,302,"Pecan St",,,Keene,TX,"Johnson County",76059,US,"CC 0 Texas Natural Resources Information System"
737,"Keene Preschool","302 Pecan St, Keene, TX, 76059-2208, USA","302 Pecan St",Keene,TX,76059-2208,USA,ECP,https://www.adventisteducation.org/schools/ANWF37,[],32.397675,-97.321439,1,rooftop,302,"Pecan St",,,Keene,TX,"Johnson County",76059,US,"CC 0 Texas Natural Resources Information System"
738,"Killeen Adventist Junior Academy","3412 Lake Rd, Killeen, TX, 76543-3823, USA","3412 Lake Rd",Killeen,TX,76543-3823,USA,PK-10,https://www.adventisteducation.org/schools/ANWF60,"Killeen Adventist Junior Academy is committed to providing a quality education in a Christ-filled environment.",31.12182,-97.691312,1,rooftop,3412,"Lake Rd",,,Killeen,TX,"Bell County",76543,US,"Statewide Partial"
739,"Killeen Adventist Junior Academy Prescho","3412 Lake Rd, Killeen, TX, 76543-3823, USA","3412 Lake Rd",Killeen,TX,76543-3823,USA,ECP,https://www.adventisteducation.org/schools/ANWF2Y,[],31.12182,-97.691312,1,rooftop,3412,"Lake Rd",,,Killeen,TX,"Bell County",76543,US,"Statewide Partial"
740,"Lubbock Junior Academy","5302 Elgin Ave, Lubbock, TX, 79413-4928, USA","5302 Elgin Ave",Lubbock,TX,79413-4928,USA,PK-10,https://www.adventisteducation.org/schools/ANWILJ,[],33.545481,-101.879275,1,rooftop,5302,"Elgin Ave",,,Lubbock,TX,"Lubbock County",79413,US,Lubbock
741,"North Dallas Academy Sentinels Preschool","2800 Custer Pkwy, Richardson, TX, 75080-1633, USA","2800 Custer Pkwy",Richardson,TX,75080-1633,USA,ECP,https://www.adventisteducation.org/schools/ANWF4T,[],32.995546,-96.727719,1,rooftop,2800,"Custer Pkwy",,,Richardson,TX,"Collin County",75080,US,Plano
742,"North Dallas Adventist Academy","2800 Custer Pkwy, Richardson, TX, 75080-1633, USA","2800 Custer Pkwy",Richardson,TX,75080-1633,USA,PK-12,https://www.adventisteducation.org/schools/ANWF75,"NORTH DALLAS ADVENTIST ACADEMY is a family-like, private Christian school dedicated to making world class education available at an attainable price. With a spirit of inclusion, our open enrollment welcomes a culturally diverse student population from all faiths.",32.995546,-96.727719,1,rooftop,2800,"Custer Pkwy",,,Richardson,TX,"Collin County",75080,US,Plano
743,"Scenic Hills Christian Academy","11223 Bandera Rd, San Antonio, TX, 78250-6817, USA","11223 Bandera Rd","San Antonio",TX,78250-6817,USA,PK-10,https://www.adventisteducation.org/schools/ANWF90,[],29.546668,-98.662163,1,rooftop,11223,"Bandera Rd",,,"San Antonio",TX,"Bexar County",78250,US,"City of San Antonio"
744,"Scenic Hills Christian Academy Preschool","11223 Bandera Rd, San Antonio, TX, 78250-6817, USA","11223 Bandera Rd","San Antonio",TX,78250-6817,USA,ECP,https://www.adventisteducation.org/schools/ANWF2X,[],29.546668,-98.662163,1,rooftop,11223,"Bandera Rd",,,"San Antonio",TX,"Bexar County",78250,US,"City of San Antonio"
745,"South Texas Christian Academy","7001 N Ware Rd, McAllen, TX, 78504-5330, USA","7001 N Ware Rd",McAllen,TX,78504-5330,USA,PK-12,https://www.adventisteducation.org/schools/ANWF99,[],26.269693,-98.251909,1,rooftop,7001,"N Ware Rd",,,McAllen,TX,"Hidalgo County",78504,US,"Hidalgo County"
746,"South Texas Christian Academy Preschool","7001 N Ware Ed, McAllen, TX, 78504, USA","7001 N Ware Ed",McAllen,TX,78504,USA,ECP,https://www.adventisteducation.org/schools/ANWF2W,[],26.269693,-98.251909,1,rooftop,7001,"N Ware Rd",,,McAllen,TX,"Hidalgo County",78504,US,"Hidalgo County"
747,"Southwest Adventist Jr Acad Preschool","1600 Bonnie View Rd, Dallas, TX, 75203-4511, USA","1600 Bonnie View Rd",Dallas,TX,75203-4511,USA,ECP,https://www.adventisteducation.org/schools/ANWB27,[],32.729172,-96.791395,1,rooftop,1600,"Bonnie View Rd",,,Dallas,TX,"Dallas County",75203,US,Dallas
748,"Southwest Adventist Junior Academy","1600 Bonnie View Rd, Dallas, TX, 75203-4511, USA","1600 Bonnie View Rd",Dallas,TX,75203-4511,USA,PK-08,https://www.adventisteducation.org/schools/ANWB1F,[],32.729172,-96.791395,1,rooftop,1600,"Bonnie View Rd",,,Dallas,TX,"Dallas County",75203,US,Dallas
749,"Southwestern Adventist University","100 W Hillcrest St, Keene, TX, 76059-1922, USA","100 W Hillcrest St",Keene,TX,76059-1922,USA,University,https://www.adventisteducation.org/schools/ANW13B,[],32.396372,-97.32665,1,range_interpolation,100,"W Hillcrest St",,,Keene,TX,"Johnson County",76059,US,"TIGER/Line® dataset from the US Census Bureau"
750,"Stonehill Christian Academy","4301 Kelly Ln, Pflugerville, TX, 78660-5846, USA","4301 Kelly Ln",Pflugerville,TX,78660-5846,USA,PK-08,https://www.adventisteducation.org/schools/ANWF13,"We seek to provide a Christ-centered education where students experience and share a personal faith in Jesus Christ becoming responsible citizens who serve communities.",30.456312,-97.56128,1,rooftop,4301,"Kelly Ln",,,Pflugerville,TX,"Travis County",78660,US,"Capital Area Council of Governments"
751,"Stonehill Christian Academy Preschool","4301 Kelly Ln, Pflugerville, TX, 78660-5846, USA","4301 Kelly Ln",Pflugerville,TX,78660-5846,USA,ECP,https://www.adventisteducation.org/schools/ANWF2V,[],30.456312,-97.56128,1,rooftop,4301,"Kelly Ln",,,Pflugerville,TX,"Travis County",78660,US,"Capital Area Council of Governments"
752,"Tiny Tigers Preschool","11735 Grant Rd, Cypress, TX, 77429-2973, USA","11735 Grant Rd",Cypress,TX,77429-2973,USA,ECP,https://www.adventisteducation.org/schools/ANWF2F,[],29.974489,-95.601476,1,rooftop,11735,"Grant Rd",,,Cypress,TX,"Harris County",77429,US,"City of Houston"
753,"Tyler Adventist School","2931 S Southeast Loop 323, Tyler, TX, 75701-7318, USA","2931 S Southeast Loop 323",Tyler,TX,75701-7318,USA,PK-08,https://www.adventisteducation.org/schools/ANWF96,"Tyler Adventist School, a Seventh-day Adventist Christian school, is dedicated to helping students be heaven bound as they achieve academic excellence.",32.316294,-95.266547,1,rooftop,2931,"S Southeast Loop 323",,,Tyler,TX,"Smith County",75701,US,"Statewide TX"
754,"Summit Christian Academy","4020 S 900 E, Salt Lake City, UT, 84124-1169, USA","4020 S 900 E","Salt Lake City",UT,84124-1169,USA,K-08,https://www.adventisteducation.org/schools/ANPF55,[],40.684731,-111.86553,1,range_interpolation,4020,"S 900 E",,,"Salt Lake City",UT,"Salt Lake County",84124,US,"TIGER/Line® dataset from the US Census Bureau"
755,"Caledonia Christian School","54 Southard St, St Johnsbury, VT, 05819-1148, USA","54 Southard St","St Johnsbury",VT,05819-1148,USA,PK-10,https://www.adventisteducation.org/schools/AN4I85,[],44.431516,-72.01256,1,rooftop,54,"Southard St",,,"Saint Johnsbury",VT,"Caledonia County",05819,US,"VT Enhanced 911 Board, VCGI"
756,"C F Richards Christian School","414 Sterling St, Staunton, VA, 24401-5035, USA","414 Sterling St",Staunton,VA,24401-5035,USA,PK-08,https://www.adventisteducation.org/schools/ANBM18,[],38.128539,-79.059481,1,rooftop,414,"Sterling St",,,Staunton,VA,"Staunton City",24401,US,"City of Staunton"
757,"C F Richards Christian School ECP","414 Sterling St, Staunton, VA, 24401-5035, USA","414 Sterling St",Staunton,VA,24401-5035,USA,ECP,https://www.adventisteducation.org/schools/ANBM2E,[],38.128539,-79.059481,1,rooftop,414,"Sterling St",,,Staunton,VA,"Staunton City",24401,US,"City of Staunton"
758,"Calvary Preschool","1200 17th St, Newport News, VA, 23607-5910, USA","1200 17th St","Newport News",VA,23607-5910,USA,ECP,https://www.adventisteducation.org/schools/ANB42H,[],36.981461,-76.402288,1,rooftop,1200,"17th St",,,"Newport News",VA,"Newport News City",23607,US,"City of Newport News"
759,"Calvary Seventh-day Adventist School","1200 17th St, Newport News, VA, 23607-5910, USA","1200 17th St","Newport News",VA,23607-5910,USA,PK-08,https://www.adventisteducation.org/schools/ANB420,"We are located in Newport News and our faculty is dedicated to guiding students as they grow and develop, putting them on a successful path for life.",36.981461,-76.402288,1,rooftop,1200,"17th St",,,"Newport News",VA,"Newport News City",23607,US,"City of Newport News"
760,"Desmond T Doss Christian Academy","19 George St, Lynchburg, VA, 24502-4837, USA","19 George St",Lynchburg,VA,24502-4837,USA,PK-10,https://www.adventisteducation.org/schools/ANBM48,"Desmond T. Doss Christian Academy is dedicated to the academic and spiritual excellence of your child. We offer a high-quality, student-centered education.",37.321351,-79.185725,1,rooftop,19,"George St",,,Lynchburg,VA,"Campbell County",24502,US,Campbell
761,"Emmanuel Learning Daycare Center","1806 Parker Ave, South Boston, VA, 24592-2115, USA","1806 Parker Ave","South Boston",VA,24592-2115,USA,ECP,https://www.adventisteducation.org/schools/ANB62C,[],36.712909,-78.888823,1,rooftop,1806,"Parker Ave",,,"South Boston",VA,"Halifax County",24592,US,Halifax
762,"Ephesus Adventist Junior Academy","3700 Midlothian Tpke, Richmond, VA, 23224-1310, USA","3700 Midlothian Tpke",Richmond,VA,23224-1310,USA,PK-08,https://www.adventisteducation.org/schools/ANB4EP,[],37.510157,-77.473756,1,rooftop,3700,"Midlothian Turnpike",,,Richmond,VA,"Richmond City",23224,US,"City of Richmond"
763,"Manassas Adventist Preparatory School","8225 Barrett Dr, Manassas, VA, 20109-3536, USA","8225 Barrett Dr",Manassas,VA,20109-3536,USA,PK-08,https://www.adventisteducation.org/schools/ANBM27,"The Manassas Adventist Preparatory School (MAPS) family exists to show children Jesus, nurture their love for Him and others, teach them to think, and empower them to serve.",38.777021,-77.495057,1,rooftop,8225,"Barrett Dr",,,Manassas,VA,"Prince William County",20109,US,"Prince William"
764,"Melrose Adventist Child Dev Center","1523 Melrose Ave NW, Roanoke, VA, 24017-4113, USA","1523 Melrose Ave NW",Roanoke,VA,24017-4113,USA,ECP,https://www.adventisteducation.org/schools/ANB626,[],37.284287,-79.962798,1,rooftop,1523,"Melrose Ave NW",,,Roanoke,VA,"Roanoke City",24017,US,"Virginia Geographic Information Network (VGIN)"
765,"Richmond Academy","12285 Patterson Ave, Richmond, VA, 23238-6403, USA","12285 Patterson Ave",Richmond,VA,23238-6403,USA,PK-12,https://www.adventisteducation.org/schools/ANBM60,[],37.596846,-77.630068,1,rooftop,12285,"Patterson Ave",,,Richmond,VA,"Goochland County",23238,US,"Virginia Geographic Information Network (VGIN)"
766,"Roanoke Adventist Christian School","4120 Challenger Ave, Roanoke, VA, 24012-6736, USA","4120 Challenger Ave",Roanoke,VA,24012-6736,USA,PK-08,https://www.adventisteducation.org/schools/ANBM54,"Roanoke Adventist Christian School (RACS) has provided continuous Seventh-day education in the Roanoke Valley for over 80 years.",37.316817,-79.880306,1,rooftop,4120,"Challenger Ave",,,Roanoke,VA,"Roanoke County",24012,US,Roanoke
767,"Shenandoah Valley Academy","234 W Lee Hwy, New Market, VA, 22844-9529, USA","234 W Lee Hwy","New Market",VA,22844-9529,USA,9-12,https://www.adventisteducation.org/schools/ANBM3B,"Shenandoah Valley Academy - Serve Christ, Value Knowledge, Accept a Life of Service",38.649592,-78.689809,1,rooftop,234,"W Lee Hwy",,,"New Market",VA,"Shenandoah County",22844,US,Shenandoah
768,"Shenandoah Valley Adventist Elem ECP","115 Bindery Rd, New Market, VA, 22844-9519, USA","115 Bindery Rd","New Market",VA,22844-9519,USA,ECP,https://www.adventisteducation.org/schools/ANBM2D,[],38.652898,-78.686986,1,rooftop,115,"Bindery Rd",,,"New Market",VA,"Shenandoah County",22844,US,Shenandoah
769,"Shenandoah Valley Adventist Elementary","115 Bindery Rd, New Market, VA, 22844-9519, USA","115 Bindery Rd","New Market",VA,22844-9519,USA,PK-08,https://www.adventisteducation.org/schools/ANBM66,"Shenandoah Valley Adventist Elementary exists to bring students into a saving relationship with Jesus Christ through their spiritual, mental, and physical development.",38.652898,-78.686986,1,rooftop,115,"Bindery Rd",,,"New Market",VA,"Shenandoah County",22844,US,Shenandoah
770,"Stanley SDA School","118 Church Ave, Stanley, VA, 22851-3600, USA","118 Church Ave",Stanley,VA,22851-3600,USA,PK-08,https://www.adventisteducation.org/schools/ANBM72,"The mission of Stanley Seventh-day Adventist School, an Adventist Christian school,  to honor God by developing young minds, building strong character, and nurturing courageous leaders. ",38.577666,-78.51677,1,rooftop,118,"Church Ave",,,Stanley,VA,"Page County",22851,US,"Virginia Geographic Information Network (VGIN)"
771,"Tappahannock Junior Academy","170 Melody Ct, Tappahannock, VA, 22560, USA","170 Melody Ct",Tappahannock,VA,22560,USA,PK-08,https://www.adventisteducation.org/schools/ANBM75,"Tappahannock Junior Academy, a Seventh-day Adventist Christian school, is dedicated to nurturing each student to do their best by God's strength in body, mind, and spirit.",37.900295,-76.874827,1,rooftop,170,"Melody Ct",,,Tappahannock,VA,"Essex County",22560,US,Essex
772,"Tidewater Adventist Academy","1136 Centerville Tpke N, Chesapeake, VA, 23320-3024, USA","1136 Centerville Tpke N",Chesapeake,VA,23320-3024,USA,PK-08,https://www.adventisteducation.org/schools/ANBM78,"Tidewater Adventist Academy is a school family where students, families, and teachers partner together to foster a positive learning environment where Jesus’ love shines brightly.",36.758453,-76.185686,1,rooftop,1136,"Centerville Turnpike N",,,Chesapeake,VA,"Chesapeake City",23320,US,"City of Chesapeake"
773,"Tree of Life Christian Preparatory Schl","6050 Plank Rd, Fredericksburg, VA, 22407-6234, USA","6050 Plank Rd",Fredericksburg,VA,22407-6234,USA,PK-08,https://www.adventisteducation.org/schools/ANBM30,[],38.293051,-77.58852,1,rooftop,6050,"Plank Rd",,,Fredericksburg,VA,"Spotsylvania County",22407,US,"Virginia Geographic Information Network (VGIN)"
774,"Vienna Adventist Academy","340 Courthouse Rd SW, Vienna, VA, 22180-6236, USA","340 Courthouse Rd SW",Vienna,VA,22180-6236,USA,PK-10,https://www.adventisteducation.org/schools/ANBM84,"The mission of Vienna Adventist Academy is to provide a Christ-centered quality education, promote balanced character development, and prepare students for citizenship in today's world and God's kingdom.",38.894307,-77.266583,1,rooftop,340,"Courthouse Rd SW",,,Vienna,VA,"Fairfax County",22180,US,Fairfax
775,"Vienna Adventist Academy ECP","340 Courthouse Rd SW, Vienna, VA, 22180-6236, USA","340 Courthouse Rd SW",Vienna,VA,22180-6236,USA,ECP,https://www.adventisteducation.org/schools/ANBM2A,[],38.894307,-77.266583,1,rooftop,340,"Courthouse Rd SW",,,Vienna,VA,"Fairfax County",22180,US,Fairfax
776,"Auburn Adventist Academy","5000 Auburn Way S, Auburn, WA, 98092-7204, USA","5000 Auburn Way S",Auburn,WA,98092-7204,USA,9-12,https://www.adventisteducation.org/schools/ANIM16,"Auburn Adventist Academy equips students with the tools of thought, excellence, and faith in a values-based Christian high school where every student is family.",47.282692,-122.165136,1,rooftop,5000,"Auburn Way S",,,Auburn,WA,"King County",98092,US,King
777,"Baker View Christian School","5353 Waschke Rd, Bellingham, WA, 98226-9612, USA","5353 Waschke Rd",Bellingham,WA,98226-9612,USA,PK-08,https://www.adventisteducation.org/schools/ANIM13,[],48.835253,-122.530602,1,rooftop,5353,"Waschke Rd",,,Bellingham,WA,"Whatcom County",98226,US,"City of Bellingham"
778,"Brewster Adventist Christian School","115 Valley Rd, Brewster, WA, 98812-9512, USA","115 Valley Rd",Brewster,WA,98812-9512,USA,PK-08,https://www.adventisteducation.org/schools/ANII18,"The Brewster Adventist Christian School, a Seventh-day Adventist Christian School,  exists to show children Jesus, nurture their love for Him and others, teach them to think, and empower them to serve.",48.15113,-119.756629,1,rooftop,115,"Valley Rd",,,Brewster,WA,"Okanogan County",98812,US,Okanogan
