,School Name,Full Address,Street Address,City,State,Zip Code,Country,School Type,Website,Description
807,Puget Sound Adventist Academy,"5320 108th Ave NE, Kirkland, WA, 98033-7517, USA",5320 108th Ave NE,Kirkland,WA,98033-7517,USA,9-12,https://www.adventisteducation.org/schools/ANIMPU,"Puget Sound Adventist Academy cultivates students to impact the world around them by sharing God's love through inspired leadership, academic excellence, and Christianity in action."
808,Riverside Adventist Christian School,"463 N Shepherd Rd, Washougal, WA, 98671-8318, USA",463 N Shepherd Rd,Washougal,WA,98671-8318,USA,PK-08,https://www.adventisteducation.org/schools/ANIF96,[]
809,Riverside Preschool,"PO Box 367, Washougal, WA, 98671-0367, USA",PO Box 367,Washougal,WA,98671-0367,USA,ECP,https://www.adventisteducation.org/schools/ANIF23,[]
810,Shelton Valley Christian School,"201 W Shelton Valley Rd, Shelton, WA, 98584-8722, USA",201 W Shelton Valley Rd,Shelton,WA,98584-8722,USA,PK-08,https://www.adventisteducation.org/schools/ANIM75,[]
811,Skagit Adventist Academy,"530 N Section St, Burlington, WA, 98233-1568, USA",530 N Section St,Burlington,WA,98233-1568,USA,PK-12,https://www.adventisteducation.org/schools/ANIM60,"Skagit Adventist Academy, a private Christian school, is located in Burlington, WA, and dedicated to whole-person education."
812,Sky Valley Adventist School,"200 Academy Way, Monroe, WA, 98272-2000, USA",200 Academy Way,Monroe,WA,98272-2000,USA,PK-08,https://www.adventisteducation.org/schools/ANIM78,[]
813,Small World Learning Center,"1120 Road 40, Pasco, WA, 99301-2749, USA",1120 Road 40,Pasco,WA,99301-2749,USA,ECP,https://www.adventisteducation.org/schools/ANII25,[]
814,Spokane Valley Adventist School,"1603 S Sullivan Rd, Spokane Valley, WA, 99037-9012, USA",1603 S Sullivan Rd,Spokane Valley,WA,99037-9012,USA,PK-08,https://www.adventisteducation.org/schools/ANII99,[]
815,Tri-City Adventist School,"4115 W Henry St, Pasco, WA, 99301-2907, USA",4115 W Henry St,Pasco,WA,99301-2907,USA,PK-10,https://www.adventisteducation.org/schools/ANIIA6,Tri-City Seventh-day Adventist School exists to help children grow big hearts and strong minds for Jesus.
816,Upper Columbia Academy,"3025 E Spangle Waverly Rd, Spangle, WA, 99031-9703, USA",3025 E Spangle Waverly Rd,Spangle,WA,99031-9703,USA,9-12,https://www.adventisteducation.org/schools/ANII3C,[]
817,Upper Columbia Academy Elementary School,"2810 E Spangle Waverly Rd, Spangle, WA, 99031-9747, USA",2810 E Spangle Waverly Rd,Spangle,WA,99031-9747,USA,PK-08,https://www.adventisteducation.org/schools/ANII90,"UCA Elementary is a rural Seventh-day Adventist Christian grade school serving grades 1-8 whose purpose is to teach and model excellence in individualized learning, create life-long disciples of Christ through service, and find joy in devotion to God."
818,Walla Walla University,"204 S College Ave, College Place, WA, 99324-1139, USA",204 S College Ave,College Place,WA,99324-1139,USA,University,https://www.adventisteducation.org/schools/ANI1WA,[]
819,Walla Walla Valley Adventist Schools,"300 SW Academy Way, College Place, WA, 99324-1284, USA",300 SW Academy Way,College Place,WA,99324-1284,USA,PK-12,https://www.adventisteducation.org/schools/ANII2K,[]
820,Whidbey Christian  Elementary School,"31830 State Route 20, Oak Harbor, WA, 98277-5208, USA",31830 State Route 20,Oak Harbor,WA,98277-5208,USA,PK-08,https://www.adventisteducation.org/schools/ANIMWH,[]
821,Yakima Adventist Christian Preschool,"1200 City Reservoir Rd, Yakima, WA, 98908-2144, USA",1200 City Reservoir Rd,Yakima,WA,98908-2144,USA,ECP,https://www.adventisteducation.org/schools/ANII2G,[]
822,Yakima Adventist Christian School,"1200 City Reservoir Rd, Yakima, WA, 98908-2144, USA",1200 City Reservoir Rd,Yakima,WA,98908-2144,USA,PK-10,https://www.adventisteducation.org/schools/ANIIB9,YACS was established in the Yakima Valley in 1903 and has consistently served the community by training young people to develop their academic and spiritual potential.
823,Friends R Fun Child Development Center,"70 Friends R Fun Dr, Summersville, WV, 26651-9514, USA",70 Friends R Fun Dr,Summersville,WV,26651-9514,USA,ECP,https://www.adventisteducation.org/schools/ANB927,Friends-R-Fun Child Development Center provides classrooms for children ages 6 weeks through Pre-K as well as afterschool children with loving staff who nurture the children in a loving environment.
824,Greenbrier Valley Academy,"1019 Court St N, Lewisburg, WV, 24901-2549, USA",1019 Court St N,Lewisburg,WV,24901-2549,USA,PK-08,https://www.adventisteducation.org/schools/ANB9LE,"Greenbrier Valley Academy offers a safe place for students to get to know Jesus, establish a Biblical world-view, cultivate Christian values, and achieve academic success."
825,Highland Adventist School,"777 Kennedy St, Elkins, WV, 26241-5228, USA",777 Kennedy St,Elkins,WV,26241-5228,USA,PK-12,https://www.adventisteducation.org/schools/ANB945,"Highland Adventist School provides a welcoming, Christian environment where academic excellence and innovation flourish, health and wellness are promoted, and students are introduced to Jesus."
826,Parkersburg Academy,"1800 38th St, Parkersburg, WV, 26104-2030, USA",1800 38th St,Parkersburg,WV,26104-2030,USA,PK-08,https://www.adventisteducation.org/schools/ANB960,"Our mission is to offer the highest quality training to the children of Parkersburg and vicinity through sound curriculum, life experiences, Christian morals, and a focus on Jesus."
827,Parkersburg Preschool,"1800 38th St, Parkersburg, WV, 26104-2030, USA",1800 38th St,Parkersburg,WV,26104-2030,USA,ECP,https://www.adventisteducation.org/schools/ANB92C,[]
828,Rocky Knoll Adventist Preschool,"52 Advent Dr, Martinsburg, WV, 25403-6157, USA",52 Advent Dr,Martinsburg,WV,25403-6157,USA,ECP,https://www.adventisteducation.org/schools/ANB82H,[]
829,Rocky Knoll Adventist School,"52 Advent Dr, Martinsburg, WV, 25403-6157, USA",52 Advent Dr,Martinsburg,WV,25403-6157,USA,PK-08,https://www.adventisteducation.org/schools/ANB870,Rocky Knoll School is a Seventh-day Adventist Christian school whose mission is to partner with families to provide children with a quality Christ-centered education.
830,Summersville SDA School,"70 Friends R Fun Dr, Summersville, WV, 26651-9514, USA",70 Friends R Fun Dr,Summersville,WV,26651-9514,USA,PK-08,https://www.adventisteducation.org/schools/ANB965,[]
831,Bethel Junior Academy,"8054 Bethel Rd, Arpin, WI, 54410-9558, USA",8054 Bethel Rd,Arpin,WI,54410-9558,USA,PK-08,https://www.adventisteducation.org/schools/ANFI13,[]
832,Frederic Adventist Christian School,"605 Benson Rd N, Frederic, WI, 54837-4556, USA",605 Benson Rd N,Frederic,WI,54837-4556,USA,PK-08,https://www.adventisteducation.org/schools/ANFI20,[]
833,Green Bay Adventist Junior Academy,"1422 Shawano Ave, Green Bay, WI, 54303-3112, USA",1422 Shawano Ave,Green Bay,WI,54303-3112,USA,PK-10,https://www.adventisteducation.org/schools/ANFI24,Our primary objective is to lead students into a deeper relationship with Christ and to equip them with the skills needed to be lifelong servants of God.
834,Hillside Christian School,"223900 County Road Kk, Wausau, WI, 54401-2592, USA",223900 County Road Kk,Wausau,WI,54401-2592,USA,PK-08,https://www.adventisteducation.org/schools/ANFI88,"Christ is central to all we do. The Bible is our foundation. Students learn through a whole child approach, growing spiritually, academically, physically and socially."
835,Maranatha SDA Christian School,"5100 McCarthy Rd, Lena, WI, 54139-9570, USA",5100 McCarthy Rd,Lena,WI,54139-9570,USA,PK-08,https://www.adventisteducation.org/schools/ANFI44,"Maranatha Christian School family exists to provide a quality, Christ-centered education so students achieve academic excellence in service to God and community."
836,Milwaukee SDA School,"10900 W Mill Rd, Milwaukee, WI, 53225-1325, USA",10900 W Mill Rd,Milwaukee,WI,53225-1325,USA,PK-10,https://www.adventisteducation.org/schools/ANFI52,"Milwaukee Seventh-day Adventist School provides Christian education, on three separate campuses, that focuses on the whole child—encouraging academic, physical, social, and spiritual development."
837,Otter Creek Christian Academy,"919 10th St W, Altoona, WI, 54720-1519, USA",919 10th St W,Altoona,WI,54720-1519,USA,PK-08,https://www.adventisteducation.org/schools/ANFIEA,"Otter Creek Christian Academy is a Seventh-day Adventist School dedicated to engaging students in a quality Christ-centered education that equips and challenges students to reach their unique potential spiritually, socially and physically."
838,Petersen Adventist School,"W1004 Hall Rd, Columbus, WI, 53925-9509, USA",W1004 Hall Rd,Columbus,WI,53925-9509,USA,PK-08,https://www.adventisteducation.org/schools/ANFI56,PAS works with students to grow in their love of God and understanding of the world He created. We participate in the Wisconsin Parent Choice Program.
839,Three Angels Christian School,"900 Femrite Dr, Monona, WI, 53716-3728, USA",900 Femrite Dr,Monona,WI,53716-3728,USA,PK-08,https://www.adventisteducation.org/schools/ANFI40,[]
840,Wisconsin Academy,"N2355 Du Borg Rd Bldg 1, Columbus, WI, 53925-9563, USA",N2355 Du Borg Rd Bldg 1,Columbus,WI,53925-9563,USA,9-12,https://www.adventisteducation.org/schools/ANFI31,Wisconsin Academy is dedicated to developing leaders who will walk with Jesus into Eternity.
841,Laura E Mason Christian Academy,"723 Storey Blvd, Cheyenne, WY, 82009-3557, USA",723 Storey Blvd,Cheyenne,WY,82009-3557,USA,PK-08,https://www.adventisteducation.org/schools/ANGM36,[]
842,Mountain Road Christian Academy,"2657 Casper Mountain Rd, Casper, WY, 82601-5403, USA",2657 Casper Mountain Rd,Casper,WY,82601-5403,USA,PK-08,https://www.adventisteducation.org/schools/ANGM33,[]
843,SonShine Academy,"660 S 17th St, Worland, WY, 82401-4100, USA",660 S 17th St,Worland,WY,82401-4100,USA,PK-08,https://www.adventisteducation.org/schools/ANGMWO,[]
844,Burman University,"6730 University Drive, Lacombe, AB, T4L 2E5, Canada",6730 University Drive,Lacombe,AB,T4L 2E5,Canada,College,https://www.adventisteducation.org/schools/AN611C,[]
845,Chinook Winds Adventist Academy,"10101 2 Ave SW, Calgary, AB, T3B 5T2, Canada",10101 2 Ave SW,Calgary,AB,T3B 5T2,Canada,K-12,https://www.adventisteducation.org/schools/AN64CH,[]
846,College Heights Christian School,"5201 College Ave, Lacombe, AB, T4L 1Z6, Canada",5201 College Ave,Lacombe,AB,T4L 1Z6,Canada,K-09,https://www.adventisteducation.org/schools/AN642C,[]
847,Coralwood Adventist Academy,"12218 135 Street, Edmonton, AB, T5L 1X1, Canada",12218 135 Street,Edmonton,AB,T5L 1X1,Canada,K-12,https://www.adventisteducation.org/schools/AN6420,"Coralwood Adventist Academy prepares students spiritually, academically, physically and socially for the future by nurturing individual growth. CAA faculty and staff are committed to providing the best education for students. With the Bible as our foundation, Christ is the centre of all we do."
848,Higher Ground Christian School,"1 Shirley St SE, Medicine Hat, AB, T1A 8N5, Canada",1 Shirley St SE,Medicine Hat,AB,T1A 8N5,Canada,K-09,https://www.adventisteducation.org/schools/AN64VE,"Higher Ground Christian School provides quality Christian education with an emphasis on academic excellence, service to others, and nurturing relationships with Jesus Christ."
849,Mamawi Atosketan Native School,"RR 2 Stn Main, Ponoka, AB, T4J 1R2, Canada",RR 2 Stn Main,Ponoka,AB,T4J 1R2,Canada,K-12,https://www.adventisteducation.org/schools/AN6440,[]
850,Parkview Adventist Academy,"5102 College Ave, Lacombe, AB, T4L 1Z2, Canada",5102 College Ave,Lacombe,AB,T4L 1Z2,Canada,10-12,https://www.adventisteducation.org/schools/AN6416,"Parkview Adventist Academy is a SDA School established by God. We are dedicated to creating a space for students from all walks of life to find a sense of belonging, to grow their faith, and to become the disciples God intends for them to be in our community."
851,Peace Hills Adventist School,"RR 3 LCD Main, Wetaskiwin, AB, T9A 1X1, Canada",RR 3 LCD Main,Wetaskiwin,AB,T9A 1X1,Canada,K-09,https://www.adventisteducation.org/schools/AN6435,[]
852,Prairie Adventist Christian eSchool,"5816 Highway 2A, Lacombe, AB, T4L 2G5, Canada",5816 Highway 2A,Lacombe,AB,T4L 2G5,Canada,K-12,https://www.adventisteducation.org/schools/AN64PR,"PACeS is a K-12 Online and Home Education school. We offer a fully accredited program that focuses on academic, social, and spiritual development."
853,South Side Christian School,"37370 Range Road 274A, Red Deer County, AB, T4S 0T9, Canada",37370 Range Road 274A,Red Deer County,AB,T4S 0T9,Canada,K-09,https://www.adventisteducation.org/schools/AN6445,"South Side Christian School is a K-9 Seventh-day Adventist school in Red Deer County, AB.  Our staff are committed to providing quality education in a Christ-filled environment."
854,Sylvan Meadows Adventist School,"38424 Range Road 20, Red Deer County, AB, T4E 2L6, Canada",38424 Range Road 20,Red Deer County,AB,T4E 2L6,Canada,K-09,https://www.adventisteducation.org/schools/AN6455,[]
855,Woodlands Adventist School,"RR 3, Site 2, Box 16, Ponoka, AB, T4J 1R3, Canada","RR 3, Site 2, Box 16",Ponoka,AB,T4J 1R3,Canada,K-09,https://www.adventisteducation.org/schools/AN6460,[]
856,Avalon Adventist Christian Academy,"4640 Byng Road, Port Hardy, BC, V0N 2P0, Canada",4640 Byng Road,Port Hardy,BC,V0N 2P0,Canada,K-09,https://www.adventisteducation.org/schools/AN6813,Avalon Adventist Christian Academy aims to develop the talent of its students and to instill in them the value of service and love of truth and learning.
857,Avalon Adventist Christian Academy - ECP,"4640 Byng Rd., Port Hardy, BC, V0N 2P0, Canada",4640 Byng Rd.,Port Hardy,BC,V0N 2P0,Canada,ECP,https://www.adventisteducation.org/schools/AN6827,[]
858,Cariboo Adventist Academy,"1405 South Lakeside Dr, Williams Lake, BC, V2G 3A7, Canada",1405 South Lakeside Dr,Williams Lake,BC,V2G 3A7,Canada,K-12,https://www.adventisteducation.org/schools/AN681G,[]
859,Chilliwack Adventist Christian School,"46018 Riverside Drive, Chilliwack, BC, V2P 3K8, Canada",46018 Riverside Drive,Chilliwack,BC,V2P 3K8,Canada,K-8,https://www.adventisteducation.org/schools/AN68HO,[]
860,Deer Lake SDA School,"5550 Gilpin St, Burnaby, BC, V5G 2H6, Canada",5550 Gilpin St,Burnaby,BC,V5G 2H6,Canada,K-12,https://www.adventisteducation.org/schools/AN6832,[]
861,Fraser Valley Adventist Academy,"26026 48 Ave, Aldergrove, BC, V4W 1J2, Canada",26026 48 Ave,Aldergrove,BC,V4W 1J2,Canada,K-12,https://www.adventisteducation.org/schools/AN681Q,[]
862,Lakeview Christian PreSchool/Daycare,"729 Cordova Bay Rd, Victoria, BC, V8Y 1P7, Canada",729 Cordova Bay Rd,Victoria,BC,V8Y 1P7,Canada,ECP,https://www.adventisteducation.org/schools/AN6825,[]
863,Lakeview Christian School,"729 Cordova Bay Rd, Victoria, BC, V8Y 1P7, Canada",729 Cordova Bay Rd,Victoria,BC,V8Y 1P7,Canada,K-09,https://www.adventisteducation.org/schools/AN6852,[]
864,North Okanagan Jr. Academy,"4699 S Grandview Flats Rd, Armstrong, BC, V0E 1B5, Canada",4699 S Grandview Flats Rd,Armstrong,BC,V0E 1B5,Canada,K-09,https://www.adventisteducation.org/schools/AN6860,[]
865,Okanagan Christian School,"1035 Hollywood Rd S, Kelowna, BC, V1X 4N3, Canada",1035 Hollywood Rd S,Kelowna,BC,V1X 4N3,Canada,K-12,https://www.adventisteducation.org/schools/AN682V,Okanagan Christian School is a privately operated Preschool-Grade 12 Christian school with a rich heritage of serving the central Okanagan region since 1917.
866,Peace Christian School,"6189 Dokkie School Road, Chetwynd, BC, V0C 1J0, Canada",6189 Dokkie School Road,Chetwynd,BC,V0C 1J0,Canada,K-12,https://www.adventisteducation.org/schools/AN6820,[]
867,Peace Christian School Early Lrng Progam,"PO Box 2050, Chetwynd, BC, V0C 1J0, Canada",PO Box 2050,Chetwynd,BC,V0C 1J0,Canada,ECP,https://www.adventisteducation.org/schools/AN6118,[]
868,Peace Christian School Early Lrng Progam,"PO Box 2050, Chetwynd, BC, V0C 1J0, Canada",PO Box 2050,Chetwynd,BC,V0C 1J0,Canada,ECP,https://www.adventisteducation.org/schools/AN6829,[]
869,Pleasant Valley Christian Academy,"1802 45 Ave, Vernon, BC, V1T 3M7, Canada",1802 45 Ave,Vernon,BC,V1T 3M7,Canada,K-09,https://www.adventisteducation.org/schools/AN6868,"The mission of Pleasant Valley Christian Academy is to educate students to love God, to love learning, and to serve humanity."
